"year","PRIM_STATE","AREA","AREA_NAME","OCC_CODE","OCC_TITLE","GROUP","TOT_EMP","EMP_PRSE","JOBS_1000","LOC_QUOTIENT","A_MEAN","MEAN_PRSE","A_PCT10","A_PCT25","A_MEDIAN","A_PCT75","A_PCT90"
"2011","MN","33460","Minneapolis-St. Paul, MN","27-3041","Editors",,2770,6.3,1.621,0.58,59430,2.9,33610,41340,56720,71150,95880
"2011","MN","33460","Minneapolis-St. Paul, MN","27-3042","Technical Writers",,820,8.5,0.478,0.58,65290,1.7,42800,51640,63760,77560,91980
"2011","MN","33460","Minneapolis-St. Paul, MN","27-3043","Writers and Authors",,1060,11.2,0.618,0.58,56920,4.2,27560,40820,54890,70990,85490
"2011","MN","33460","Minneapolis-St. Paul, MN","27-3091","Interpreters and Translators",,780,20.1,0.454,0.58,42510,5.2,28680,34630,42690,51170,57350
"2011","MN","33460","Minneapolis-St. Paul, MN","27-3099","Media and Communication Workers, All Other",,1700,6.1,0.991,0.58,50890,2.2,29580,37880,46990,63440,75370
"2011","MN","33460","Minneapolis-St. Paul, MN","27-4011","Audio and Video Equipment Technicians",,650,22.9,0.379,0.58,48750,9.3,28200,33410,43140,56970,75200
"2011","MN","33460","Minneapolis-St. Paul, MN","27-4012","Broadcast Technicians",,410,27.9,0.241,0.58,41400,5.8,21490,28090,36940,53520,66960
"2011","MN","33460","Minneapolis-St. Paul, MN","27-4014","Sound Engineering Technicians",,90,19.9,0.051,0.58,50960,7.2,31570,35500,47140,66240,78900
"2011","MN","33460","Minneapolis-St. Paul, MN","27-4021","Photographers",,990,17,0.576,0.58,49890,10.2,17800,23710,42400,66790,85630
"2011","MN","33460","Minneapolis-St. Paul, MN","27-4031","Camera Operators, Television, Video, and Motion Picture",,120,36.8,0.071,0.58,48590,3.7,35970,40660,45670,55060,67590
"2011","MN","33460","Minneapolis-St. Paul, MN","27-4032","Film and Video Editors",,150,25.1,0.086,0.58,40860,10.8,21100,23400,34160,47440,80200
"2011","MN","33460","Minneapolis-St. Paul, MN","27-4099","Media and Communication Equipment Workers, All Other",,330,18,0.194,0.58,42870,7.8,20200,27830,41340,53960,68450
"2011","MO","28140","Kansas City, MO","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",13650,3.7,14.266,0.57,46040,2.5,18950,28140,41140,57850,77980
"2011","MO","28140","Kansas City, MO","27-1011","Art Directors",,400,10.3,0.42,0.57,68520,6,36350,44840,65200,87550,112910
"2011","MO","28140","Kansas City, MO","27-1013","Fine Artists, Including Painters, Sculptors, and Illustrators",,50,42.4,0.051,0.57,22260,8.3,15660,16490,17870,19540,43970
"2011","MO","28140","Kansas City, MO","27-1014","Multimedia Artists and Animators",,200,24.9,0.209,0.57,48650,6.6,28140,33340,42070,58980,78310
"2011","MO","28140","Kansas City, MO","27-1019","Artists and Related Workers, All Other",,220,0.7,0.231,0.57,68410,2.4,49770,55350,65850,78980,93790
"2011","MO","28140","Kansas City, MO","27-1021","Commercial and Industrial Designers",,180,21.7,0.193,0.57,60940,4.8,33820,47440,61190,73540,88670
"2011","MO","28140","Kansas City, MO","27-1022","Fashion Designers",,50,22.7,0.052,0.57,59730,11.7,17960,40540,54650,82730,109030
"2011","MO","28140","Kansas City, MO","27-1023","Floral Designers",,390,9.8,0.412,0.57,27590,3.4,20310,23000,26900,30490,37450
"2011","MO","28140","Kansas City, MO","27-1024","Graphic Designers",,1910,6.3,2.001,0.57,45190,1.8,28510,34510,42160,52930,69800
"2011","MO","28140","Kansas City, MO","27-1025","Interior Designers",,360,13.1,0.372,0.57,46620,4.2,29570,34790,42090,51700,76120
"2011","MO","28140","Kansas City, MO","27-1026","Merchandise Displayers and Window Trimmers",,420,26.5,0.443,0.57,27700,6.2,16810,19090,25270,30530,43850
"2011","MO","28140","Kansas City, MO","27-1027","Set and Exhibit Designers",,30,11.3,0.036,0.57,48810,6.7,23150,34490,50400,61680,73040
"2011","MO","28140","Kansas City, MO","27-2012","Producers and Directors",,310,16.5,0.328,0.56,76130,10.3,32050,38450,56460,80270,170330
"2011","MO","28140","Kansas City, MO","27-2032","Choreographers",,120,43.6,0.124,0.56,32890,17.9,16800,18770,22730,44180,66370
"2011","MO","28140","Kansas City, MO","27-2041","Music Directors and Composers",,310,9.7,0.323,0.56,46580,3.5,32510,39130,45860,55110,63550
"2011","MO","28140","Kansas City, MO","27-3011","Radio and Television Announcers",,240,17.5,0.254,0.56,36330,12.2,17550,20360,23940,37190,63700
"2011","MO","28140","Kansas City, MO","27-3022","Reporters and Correspondents",,340,12.2,0.354,0.56,43140,4.5,18590,23540,38440,58880,76990
"2011","MO","28140","Kansas City, MO","27-3031","Public Relations Specialists",,2190,8.3,2.288,0.56,56070,1.9,31040,39520,51110,69920,89980
"2011","MO","28140","Kansas City, MO","27-3041","Editors",,690,14.1,0.721,0.56,54360,4.5,27000,36070,47440,69160,89370
"2011","MO","28140","Kansas City, MO","27-3042","Technical Writers",,400,11.3,0.42,0.56,52580,2.6,32460,39880,51360,65490,74770
"2011","MO","28140","Kansas City, MO","27-3043","Writers and Authors",,450,11.8,0.465,0.56,61550,5.8,27760,41270,59300,80180,93830
"2011","MO","28140","Kansas City, MO","27-3091","Interpreters and Translators",,430,13,0.446,0.56,49470,11.9,19040,29520,46610,66570,85900
"2011","MO","28140","Kansas City, MO","27-4011","Audio and Video Equipment Technicians",,190,14.4,0.199,0.56,38540,4.3,22410,27730,37330,47900,57900
"2011","MO","28140","Kansas City, MO","27-4012","Broadcast Technicians",,220,21,0.229,0.56,38930,7.6,18250,22570,32590,53770,71050
"2011","MO","28140","Kansas City, MO","27-4014","Sound Engineering Technicians",,70,24,0.076,0.56,33860,8.3,18340,21150,24750,40270,62770
"2011","MO","28140","Kansas City, MO","27-4021","Photographers",,710,13.2,0.747,0.56,23720,6.4,16130,17180,18920,26260,38840
"2011","MO","28140","Kansas City, MO","27-4031","Camera Operators, Television, Video, and Motion Picture",,110,12.3,0.111,0.56,35930,6.8,17750,24980,34760,44420,53870
"2011","MO","28140","Kansas City, MO","27-4032","Film and Video Editors",,140,23.2,0.146,0.56,41650,9.2,21410,26020,32900,50570,80510
"2011","MO","28140","Kansas City, MO","27-4099","Media and Communication Equipment Workers, All Other",,40,1.9,0.046,0.56,76360,2.4,57410,66960,73390,87290,98190
"2011","MO","41180","St. Louis, MO","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",16830,4.1,13.26,0.56,45200,2.5,18110,24690,38640,57600,79150
"2011","MO","41180","St. Louis, MO","27-1011","Art Directors",,250,18.5,0.197,0.56,67470,3.3,40790,47600,62370,84170,99340
"2011","MO","41180","St. Louis, MO","27-1013","Fine Artists, Including Painters, Sculptors, and Illustrators",,70,25.3,0.058,0.56,63720,12.7,26040,41010,62810,74200,89810
"2011","MO","41180","St. Louis, MO","27-1014","Multimedia Artists and Animators",,190,18.2,0.147,0.56,64310,4.6,31830,46040,63110,80070,95110
"2011","MO","41180","St. Louis, MO","27-1019","Artists and Related Workers, All Other",,120,11.7,0.091,0.56,30540,11.8,24920,24930,24930,34460,45380
"2011","MO","41180","St. Louis, MO","27-1021","Commercial and Industrial Designers",,200,22.7,0.16,0.56,76460,15.3,32280,39890,58590,80240,139230
"2011","MO","41180","St. Louis, MO","27-1022","Fashion Designers",,70,27.6,0.055,0.56,69310,9.6,34560,43890,61310,85350,111380
"2011","MO","41180","St. Louis, MO","27-1023","Floral Designers",,430,16,0.341,0.56,24180,7.9,17500,18710,21550,27210,35780
"2011","MO","41180","St. Louis, MO","27-1024","Graphic Designers",,1920,5.7,1.509,0.56,46210,2.5,25290,32760,42140,55210,71770
"2011","MO","41180","St. Louis, MO","27-1025","Interior Designers",,400,17.1,0.313,0.56,49800,5,28140,33490,43640,61100,76160
"2011","MO","41180","St. Louis, MO","27-1026","Merchandise Displayers and Window Trimmers",,610,22.6,0.478,0.56,27510,2.8,17040,19550,26530,32260,38500
"2011","MO","41180","St. Louis, MO","27-2012","Producers and Directors",,410,11.5,0.32,0.56,67510,6.9,29080,43390,63670,86170,104050
"2011","MO","41180","St. Louis, MO","27-2041","Music Directors and Composers",,260,22.1,0.203,0.55,42030,7.8,18560,32650,39810,47000,60580
"2011","MO","41180","St. Louis, MO","27-3011","Radio and Television Announcers",,270,26.4,0.215,0.55,44920,4.9,17060,19430,31390,49570,90750
"2011","MO","41180","St. Louis, MO","27-3022","Reporters and Correspondents",,350,18.3,0.278,0.55,34430,7.5,18020,20680,28820,43990,58630
"2011","MO","41180","St. Louis, MO","27-3031","Public Relations Specialists",,2790,6.6,2.198,0.55,55120,3.3,27400,35640,47470,66210,90830
"2011","MO","41180","St. Louis, MO","27-3041","Editors",,560,20.4,0.442,0.55,55670,5.8,27250,36980,50120,66990,94850
"2011","MO","41180","St. Louis, MO","27-3042","Technical Writers",,610,9.5,0.478,0.55,59390,3.8,39830,48290,58480,71000,83090
"2011","MO","41180","St. Louis, MO","27-3043","Writers and Authors",,300,18.7,0.235,0.55,63810,9.1,28390,36670,56970,72680,107940
"2011","MO","41180","St. Louis, MO","27-3091","Interpreters and Translators",,360,26.6,0.283,0.55,50040,4,28410,38230,52210,60160,71140
"2011","MO","41180","St. Louis, MO","27-3099","Media and Communication Workers, All Other",,50,25.8,0.036,0.55,59160,9.6,21250,29850,58430,83430,93860
"2011","MO","41180","St. Louis, MO","27-4011","Audio and Video Equipment Technicians",,770,17.4,0.605,0.55,44870,6.2,26650,30650,48040,55160,59450
"2011","MO","41180","St. Louis, MO","27-4012","Broadcast Technicians",,210,20.8,0.168,0.55,32060,8.8,16800,18840,26470,41790,61320
"2011","MO","41180","St. Louis, MO","27-4014","Sound Engineering Technicians",,100,19.7,0.082,0.55,57770,6.8,18660,41370,63990,73190,86610
"2011","MO","41180","St. Louis, MO","27-4021","Photographers",,630,12.8,0.493,0.55,29310,7.2,16750,18680,27980,36840,46970
"2011","MO","41180","St. Louis, MO","27-4031","Camera Operators, Television, Video, and Motion Picture",,110,23.5,0.085,0.55,49560,15.5,17920,24740,40360,70590,103630
"2011","MO","41180","St. Louis, MO","27-4032","Film and Video Editors",,190,12,0.153,0.55,45930,7.2,22570,28240,43940,55090,72390
"2011","MO","41180","St. Louis, MO","27-4099","Media and Communication Equipment Workers, All Other",,110,33.5,0.09,0.55,79410,1.9,60100,68820,80280,90010,99410
"2011","NC","16740","Charlotte, NC","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",9300,4.6,11.21,0.53,51080,4.1,20970,29730,41970,59790,83280
"2011","NC","16740","Charlotte, NC","27-1011","Art Directors",,100,18.6,0.122,0.53,77230,8.3,34850,41980,63350,90740,169510
"2011","NC","16740","Charlotte, NC","27-1014","Multimedia Artists and Animators",,30,14.3,0.038,0.52,59840,7.9,29590,39350,61280,74210,92420
"2011","NC","16740","Charlotte, NC","27-1021","Commercial and Industrial Designers",,110,47.8,0.129,0.52,69330,4.2,42930,51030,76640,86030,91670
"2011","NC","16740","Charlotte, NC","27-1023","Floral Designers",,190,21.5,0.227,0.52,23930,3.5,19290,20910,23480,27270,29680
"2011","NC","16740","Charlotte, NC","27-1024","Graphic Designers",,1410,10.7,1.705,0.52,50950,4.1,29550,36400,44970,59450,78870
"2011","NC","16740","Charlotte, NC","27-1025","Interior Designers",,270,16.5,0.33,0.52,57810,6.4,35760,42760,53430,69280,88650
"2011","NC","16740","Charlotte, NC","27-1026","Merchandise Displayers and Window Trimmers",,160,19.8,0.195,0.52,32370,6,21620,26050,29630,35360,44370
"2011","NC","16740","Charlotte, NC","27-1029","Designers, All Other",,60,41.4,0.072,0.52,62810,4.6,33200,36800,56300,77320,92190
"2011","NC","16740","Charlotte, NC","27-2012","Producers and Directors",,420,14.2,0.509,0.52,67890,9.5,32740,41080,53700,80220,116030
"2011","NC","16740","Charlotte, NC","27-3011","Radio and Television Announcers",,190,30.4,0.227,0.52,63120,15.6,19260,24310,30660,57890,164810
"2011","NC","16740","Charlotte, NC","27-3012","Public Address System and Other Announcers",,40,36.5,0.049,0.52,41880,27.6,16410,17790,30170,67290,72170
"2011","NC","16740","Charlotte, NC","27-3022","Reporters and Correspondents",,230,16.5,0.272,0.52,50240,5.7,26850,33450,47280,65290,80910
"2011","NC","16740","Charlotte, NC","27-3031","Public Relations Specialists",,970,7.5,1.169,0.52,53150,1.6,33530,41030,50770,62450,74970
"2011","NC","16740","Charlotte, NC","27-3041","Editors",,510,12.2,0.618,0.52,59540,4.5,30530,37240,53340,72830,93640
"2011","NC","16740","Charlotte, NC","27-3042","Technical Writers",,190,18.2,0.224,0.52,64040,2.5,41550,49600,60910,77190,91610
"2011","NC","16740","Charlotte, NC","27-3043","Writers and Authors",,120,16.9,0.148,0.52,48680,7.4,25480,34560,46000,55170,61340
"2011","NC","16740","Charlotte, NC","27-3091","Interpreters and Translators",,590,8.2,0.714,0.52,53750,13,30360,35410,47850,72520,86240
"2011","NC","16740","Charlotte, NC","27-3099","Media and Communication Workers, All Other",,70,23.4,0.079,0.52,48110,4.6,32360,36860,49750,57570,65640
"2011","NC","16740","Charlotte, NC","27-4011","Audio and Video Equipment Technicians",,230,16.3,0.279,0.52,41890,4.8,22020,28330,38830,54030,66450
"2011","NC","16740","Charlotte, NC","27-4012","Broadcast Technicians",,160,18.1,0.191,0.52,42720,4.2,23170,28090,41330,50860,62460
"2011","NC","16740","Charlotte, NC","27-4014","Sound Engineering Technicians",,60,25.5,0.074,0.52,42060,10.1,18500,28500,39380,54870,69970
"2011","NC","16740","Charlotte, NC","27-4021","Photographers",,340,14.9,0.406,0.52,31080,6.7,17310,20540,26070,34810,56310
"2011","NC","16740","Charlotte, NC","27-4031","Camera Operators, Television, Video, and Motion Picture",,90,36.9,0.111,0.52,40330,4.2,23270,31590,37080,46820,57370
"2011","NC","16740","Charlotte, NC","27-4032","Film and Video Editors",,100,32.6,0.122,0.52,37140,8.7,19350,24280,33010,50750,58380
"2011","NC","16740","Charlotte, NC","27-4099","Media and Communication Equipment Workers, All Other",,50,12.6,0.063,0.52,50800,14.5,27880,32270,37620,59680,110620
"2011","NC","20500","Durham-Chapel Hill, NC","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",3600,4.4,13.48,0.52,54450,2.4,25460,34370,46800,65220,89400
"2011","NC","20500","Durham-Chapel Hill, NC","27-1011","Art Directors",,60,13.9,0.228,0.52,90060,11.6,49540,59980,69950,99550,148840
"2011","NC","20500","Durham-Chapel Hill, NC","27-1014","Multimedia Artists and Animators",,120,22.7,0.461,0.52,65040,3.8,40650,48630,58600,75710,93080
"2011","NC","20500","Durham-Chapel Hill, NC","27-1023","Floral Designers",,60,18.8,0.222,0.52,28660,8.8,19780,23640,27790,33220,39810
"2011","NC","20500","Durham-Chapel Hill, NC","27-1024","Graphic Designers",,520,10.3,1.944,0.52,44450,4.3,24990,31030,41270,54530,68580
"2011","NC","20500","Durham-Chapel Hill, NC","27-1025","Interior Designers",,40,31.8,0.146,0.52,55890,4.8,36470,43210,57600,67120,73560
"2011","NC","20500","Durham-Chapel Hill, NC","27-1026","Merchandise Displayers and Window Trimmers",,40,35.6,0.134,0.52,32230,6.1,24320,27130,32130,38430,43870
"2011","NC","20500","Durham-Chapel Hill, NC","27-1029","Designers, All Other",,40,39.1,0.143,0.52,87010,15.5,28720,42610,99640,131800,143540
"2011","NC","20500","Durham-Chapel Hill, NC","27-2012","Producers and Directors",,120,20.4,0.46,0.52,59070,7,32780,38430,47480,61180,99100
"2011","NC","20500","Durham-Chapel Hill, NC","27-3022","Reporters and Correspondents",,60,23.9,0.227,0.52,39190,4.8,26280,31870,37890,44190,47950
"2011","NC","20500","Durham-Chapel Hill, NC","27-3031","Public Relations Specialists",,680,5.6,2.558,0.52,56840,3.1,34960,42290,51960,66020,87950
"2011","NC","20500","Durham-Chapel Hill, NC","27-3041","Editors",,240,7.3,0.892,0.51,53980,2.9,33440,42250,52680,60640,76250
"2011","NC","20500","Durham-Chapel Hill, NC","27-3042","Technical Writers",,230,10.2,0.874,0.51,84910,7.1,50090,60290,72910,96490,139710
"2011","NC","20500","Durham-Chapel Hill, NC","27-3043","Writers and Authors",,120,13.1,0.443,0.51,64470,3.6,37060,47650,58660,74380,95780
"2011","NC","20500","Durham-Chapel Hill, NC","27-3091","Interpreters and Translators",,130,21.8,0.47,0.51,37750,2.5,28010,32830,37750,43620,47460
"2011","NC","20500","Durham-Chapel Hill, NC","27-4011","Audio and Video Equipment Technicians",,80,10.7,0.299,0.51,35350,4.5,20670,23970,31720,39480,54410
"2011","NC","20500","Durham-Chapel Hill, NC","27-4014","Sound Engineering Technicians",,40,46.2,0.135,0.51,42590,23.8,25310,26750,29140,63290,74680
"2011","NC","24660","Greensboro, NC","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",3360,5.5,9.801,0.51,43730,2.4,18810,27800,39000,53950,70350
"2011","NC","24660","Greensboro, NC","27-1013","Fine Artists, Including Painters, Sculptors, and Illustrators",,40,23.4,0.107,0.51,33730,8.6,17890,26720,33650,40820,49980
"2011","NC","24660","Greensboro, NC","27-1021","Commercial and Industrial Designers",,120,28,0.361,0.51,57880,13.8,17970,42350,55570,73140,98830
"2011","NC","24660","Greensboro, NC","27-1023","Floral Designers",,140,21.5,0.394,0.51,24090,6.5,16810,19070,23130,28170,33750
"2011","NC","24660","Greensboro, NC","27-1024","Graphic Designers",,660,9.4,1.918,0.51,46580,1.9,30210,34660,42790,55440,69550
"2011","NC","24660","Greensboro, NC","27-1025","Interior Designers",,110,40,0.316,0.51,37570,13.7,17460,25800,36120,47830,58170
"2011","NC","24660","Greensboro, NC","27-1026","Merchandise Displayers and Window Trimmers",,110,35.2,0.334,0.51,24250,7.9,16460,18410,24980,28340,30450
"2011","NC","24660","Greensboro, NC","27-1027","Set and Exhibit Designers",,60,19.5,0.188,0.51,34890,8.7,21780,25250,31650,39430,59700
"2011","NC","24660","Greensboro, NC","27-2012","Producers and Directors",,120,25.9,0.361,0.51,41280,8.8,17320,21320,39950,54400,64320
"2011","NC","24660","Greensboro, NC","27-3011","Radio and Television Announcers",,60,20.9,0.176,0.5,51700,11.7,17210,25650,44190,67500,101710
"2011","NC","24660","Greensboro, NC","27-3022","Reporters and Correspondents",,90,13.1,0.249,0.5,37870,6.6,22050,30020,35690,44380,58600
"2011","NC","24660","Greensboro, NC","27-3031","Public Relations Specialists",,390,11,1.139,0.5,52200,5.9,29860,37800,46860,58820,76800
"2011","NC","24660","Greensboro, NC","27-3041","Editors",,160,8.6,0.467,0.5,52020,2.8,34260,40920,48750,60000,73810
"2011","NC","24660","Greensboro, NC","27-3043","Writers and Authors",,60,21.7,0.167,0.5,69270,18.5,34110,44970,58470,72940,92170
"2011","NC","24660","Greensboro, NC","27-3091","Interpreters and Translators",,120,31.4,0.357,0.5,36020,7.3,22210,26300,32710,43160,58550
"2011","NC","24660","Greensboro, NC","27-4011","Audio and Video Equipment Technicians",,110,25.4,0.335,0.5,32020,4.3,21780,25750,29510,36160,48240
"2011","NC","24660","Greensboro, NC","27-4012","Broadcast Technicians",,40,35.3,0.119,0.5,32630,8.3,17250,19820,30880,43240,51470
"2011","NC","24660","Greensboro, NC","27-4014","Sound Engineering Technicians",,50,6.2,0.138,0.5,20020,4.6,15940,16810,18270,20580,27820
"2011","NC","24660","Greensboro, NC","27-4021","Photographers",,140,10.3,0.412,0.5,38380,9.9,17780,24910,32790,51360,60040
"2011","NC","24660","Greensboro, NC","27-4031","Camera Operators, Television, Video, and Motion Picture",,40,21.2,0.12,0.5,31050,10.4,17830,20580,25250,36980,56750
"2011","NC","39580","Raleigh, NC","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",7390,6.6,14.759,0.5,51900,4.6,19460,29820,43750,64280,90860
"2011","NC","39580","Raleigh, NC","27-1011","Art Directors",,180,22,0.35,0.5,83210,6.8,33710,55880,81550,94650,136920
"2011","NC","39580","Raleigh, NC","27-1021","Commercial and Industrial Designers",,80,40.3,0.165,0.5,45890,14.8,25940,27970,39240,63110,83040
"2011","NC","39580","Raleigh, NC","27-1023","Floral Designers",,110,11.3,0.216,0.5,25310,5.5,17700,21720,26200,29110,31070
"2011","NC","39580","Raleigh, NC","27-1024","Graphic Designers",,860,11.2,1.708,0.49,40840,3.5,20340,29270,37770,50490,65750
"2011","NC","39580","Raleigh, NC","27-1025","Interior Designers",,100,40.8,0.198,0.49,40890,5.5,31700,34640,39960,45180,49820
"2011","NC","39580","Raleigh, NC","27-1026","Merchandise Displayers and Window Trimmers",,210,28.9,0.421,0.49,23740,7.3,16180,17450,19750,28770,35720
"2011","NC","39580","Raleigh, NC","27-2012","Producers and Directors",,250,17.8,0.5,0.49,65500,5.7,31060,37940,61210,82970,115580
"2011","NC","39580","Raleigh, NC","27-2041","Music Directors and Composers",,50,31.6,0.093,0.49,45930,5.4,31270,38980,46270,54980,60750
"2011","NC","39580","Raleigh, NC","27-3011","Radio and Television Announcers",,100,32.9,0.198,0.49,39320,19.5,16500,18310,26220,36920,64860
"2011","NC","39580","Raleigh, NC","27-3022","Reporters and Correspondents",,90,7.4,0.18,0.49,45990,2,27040,33740,45860,56190,65880
"2011","NC","39580","Raleigh, NC","27-3031","Public Relations Specialists",,1070,10.4,2.139,0.49,54390,2.3,34090,41200,51950,63900,79670
"2011","NC","39580","Raleigh, NC","27-3041","Editors",,170,8.6,0.349,0.49,58610,3.3,35010,42010,53670,75200,90910
"2011","NC","39580","Raleigh, NC","27-3042","Technical Writers",,590,17.9,1.182,0.49,66120,5.7,34990,53330,67780,79070,90690
"2011","NC","39580","Raleigh, NC","27-3043","Writers and Authors",,120,13.2,0.244,0.49,65630,5.8,32320,38050,58350,77720,118430
"2011","NC","39580","Raleigh, NC","27-3099","Media and Communication Workers, All Other",,40,24.1,0.087,0.49,52390,19.2,18070,26360,39960,66850,124880
"2011","NC","39580","Raleigh, NC","27-4011","Audio and Video Equipment Technicians",,130,30,0.261,0.49,32560,4.9,20520,22800,30130,37760,52150
"2011","NC","39580","Raleigh, NC","27-4012","Broadcast Technicians",,110,27.7,0.216,0.49,33100,8.7,16980,19250,34240,43640,49510
"2011","NC","39580","Raleigh, NC","27-4021","Photographers",,230,6.6,0.452,0.49,30150,13,16570,18230,22820,42600,55590
"2011","NC","39580","Raleigh, NC","27-4031","Camera Operators, Television, Video, and Motion Picture",,120,21.2,0.246,0.49,70210,4.4,40180,52150,78940,87310,92330
"2011","NC","39580","Raleigh, NC","27-4032","Film and Video Editors",,40,13.9,0.079,0.49,35750,7,20830,23480,35380,44620,54220
"2011","NE","30700","Lincoln, NE","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",2950,6.8,18.432,0.47,41900,4,18220,26230,37980,51410,70420
"2011","NE","30700","Lincoln, NE","27-1014","Multimedia Artists and Animators",,40,3.3,0.251,0.47,48480,1.7,33710,40060,46670,58130,67920
"2011","NE","30700","Lincoln, NE","27-1023","Floral Designers",,80,14.4,0.48,0.47,24620,6.4,16780,18960,23260,29570,35990
"2011","NE","30700","Lincoln, NE","27-1024","Graphic Designers",,290,18.5,1.821,0.47,36420,3.7,25550,28790,34980,42970,49100
"2011","NE","30700","Lincoln, NE","27-1025","Interior Designers",,90,30.4,0.58,0.47,35560,6.3,24460,27760,33210,39120,51950
"2011","NE","30700","Lincoln, NE","27-2012","Producers and Directors",,80,9.5,0.517,0.47,48840,4.1,26070,34170,49880,61790,72640
"2011","NE","30700","Lincoln, NE","27-3031","Public Relations Specialists",,740,7.7,4.604,0.47,52220,4.6,28150,36390,48440,62160,85260
"2011","NE","30700","Lincoln, NE","27-3041","Editors",,110,18.4,0.715,0.47,34300,8.5,16450,18320,32800,44110,57530
"2011","NE","30700","Lincoln, NE","27-3042","Technical Writers",,80,5.9,0.474,0.47,45030,3.4,32560,36720,42260,47360,61250
"2011","NE","30700","Lincoln, NE","27-3043","Writers and Authors",,50,21.6,0.337,0.47,51860,4.9,29030,35290,47160,65350,84860
"2011","NE","30700","Lincoln, NE","27-3091","Interpreters and Translators",,140,4.6,0.9,0.47,44260,3.5,37230,40730,43830,46930,51660
"2011","NE","30700","Lincoln, NE","27-4011","Audio and Video Equipment Technicians",,110,37.2,0.677,0.47,40290,10.4,18790,30780,36590,51500,68260
"2011","NE","30700","Lincoln, NE","27-4012","Broadcast Technicians",,40,16.5,0.224,0.47,42670,7.8,25490,34300,41750,49200,63670
"2011","NE","30700","Lincoln, NE","27-4021","Photographers",,100,41.6,0.644,0.47,20530,5.7,15910,16770,18220,20220,28880
"2011","NE","36540","Omaha, NE","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",5900,4.6,13.245,0.47,40830,2.3,18320,25350,37140,50630,70050
"2011","NE","36540","Omaha, NE","27-1011","Art Directors",,80,20.7,0.179,0.47,80630,6,40180,63050,81960,93260,117060
"2011","NE","36540","Omaha, NE","27-1014","Multimedia Artists and Animators",,60,29.1,0.133,0.46,38990,4,30980,33000,36340,42330,48060
"2011","NE","36540","Omaha, NE","27-1021","Commercial and Industrial Designers",,40,43.9,0.079,0.46,50830,17.7,28310,39950,44060,48180,93240
"2011","NE","36540","Omaha, NE","27-1023","Floral Designers",,150,16.8,0.34,0.46,27770,3.2,19890,22380,27620,33230,37020
"2011","NE","36540","Omaha, NE","27-1024","Graphic Designers",,800,6.9,1.799,0.46,42280,3.2,24530,31490,39920,47240,61020
"2011","NE","36540","Omaha, NE","27-1025","Interior Designers",,160,15,0.35,0.46,44000,5.9,19390,29410,40920,49420,70800
"2011","NE","36540","Omaha, NE","27-1026","Merchandise Displayers and Window Trimmers",,210,16.5,0.478,0.46,28270,3.6,20850,23500,27520,32630,37000
"2011","NE","36540","Omaha, NE","27-2012","Producers and Directors",,120,15.5,0.268,0.46,47830,5.7,24910,29750,42710,62950,82450
"2011","NE","36540","Omaha, NE","27-2021","Athletes and Sports Competitors",,30,34.8,0.069,0.46,51660,5,35760,44080,52240,58560,67920
"2011","NE","36540","Omaha, NE","27-2041","Music Directors and Composers",,100,25,0.218,0.46,41720,11.9,17490,22950,43610,55100,64270
"2011","NE","36540","Omaha, NE","27-3011","Radio and Television Announcers",,130,29.2,0.299,0.46,33640,2.8,17840,21590,27740,41050,57420
"2011","NE","36540","Omaha, NE","27-3022","Reporters and Correspondents",,150,41.7,0.337,0.46,29990,15.2,18040,21190,25440,29720,63500
"2011","NE","36540","Omaha, NE","27-3031","Public Relations Specialists",,1230,12.5,2.766,0.46,46650,6.4,18450,31290,44110,58710,78220
"2011","NE","36540","Omaha, NE","27-3041","Editors",,220,26.6,0.499,0.46,51990,5.1,31590,40870,46810,64010,74260
"2011","NE","36540","Omaha, NE","27-3042","Technical Writers",,150,12.1,0.339,0.46,54360,3.5,34080,42700,54990,65790,74370
"2011","NE","36540","Omaha, NE","27-3043","Writers and Authors",,180,19.9,0.399,0.46,51570,7.3,26430,35270,51380,67310,75680
"2011","NE","36540","Omaha, NE","27-3091","Interpreters and Translators",,240,6.6,0.536,0.46,45760,5.5,27450,32400,39180,56550,77990
"2011","NE","36540","Omaha, NE","27-4011","Audio and Video Equipment Technicians",,270,11.9,0.598,0.46,34110,6.5,19610,25980,31180,43380,47130
"2011","NE","36540","Omaha, NE","27-4012","Broadcast Technicians",,180,43.4,0.406,0.46,40130,11.6,17450,22640,43990,52910,59670
"2011","NE","36540","Omaha, NE","27-4014","Sound Engineering Technicians",,30,24.6,0.068,0.46,27610,16,16360,17690,24530,31020,51410
"2011","NE","36540","Omaha, NE","27-4021","Photographers",,220,19.8,0.486,0.46,27980,4.9,19930,22860,27150,30940,37270
"2011","NE","36540","Omaha, NE","27-4031","Camera Operators, Television, Video, and Motion Picture",,30,27.8,0.075,0.46,46500,5.3,26240,34140,42950,53420,80970
